pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	0.626916524701874	0.729018074886723	0.0598603117764473	0.157644121751265	0.864835195503006	22	Sumo2 Sec13 Tpr Pom121 Topors Nup35 Nup214 Sumo1 Nup62 Nup133 Nup88 Pias4 Rae1 Nup93 Nup205 Nup98 Nup153 Seh1l Nup54 Nup50
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	0.508684863523573	0.637134896100476	0.0899860794997137	-0.147692559004456	-0.953730283470281	28	Hipk2 Ncoa1 Pias1 Ube2i Ddx5 Phc2 Daxx Ddx17 Pias2 Nrip1 Ing2 Scmh1 Phc3 Uhrf2 Mrtfa Pias4 Sin3a Ep300 Cbx4 Sumo1 Safb Rnf2 Zfp131 Topors Ctbp1
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	0.523456790123457	0.650548848922833	0.0880945010398517	-0.148757067166802	-0.928873372876471	26	Mdm2 Ranbp2 Pias1 Ube2i Pias2 Nup50 Nup54 Seh1l Nup153 Nup98 Nup205 Nup93 Vhl Pml Rae1 Pias4 Nup88 Nup133 Nup62 Sumo1 Nup214 Nup35 Pom121 Trim27
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	0.000186843923457689	0.00303553678545028	0.518848077743792	0.256962575000172	2.44905738917333	74	Psmb5 Rbx1 Psmc5 Psma6 Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Psmc3 Anapc5 Uba52 Psmc4 Psmd6 Psma1 Psma7 Anapc15 Anapc2 Psmd2 Cdk2 Psmb10 Ube2s Anapc11 Psmd13 Psmc2 Psmd12 Psme3 Psmb2 Psmb4 Psmd11 Mcm7 Psmd3 Psmd1 Fzr1 Anapc7 Psmf1 Ube2d1 Mcm2 Psma2 Psmd9 Psmd5 Mcm3 Cdc16 Mcm6 Ube2c Psma3 Orc2 Psmb1 Orc4 Anapc1 Psmc6 Psma4 Gmnn Orc3 Anapc16 Ube2e1 Anapc10 Ubb
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	0.533551554828151	0.658114369129221	0.0656813601934011	0.148931788855261	0.926860747677205	29	Gm11808 Cdc34 Uba52 Usp5 Ube2r2 Ube2e3 Uba1 Ube2s Ube2g2 Otulin Uchl3 Ube2d1 Ube2c Ube2l3 Ube2e1 Ube2q2 Ubb Ube2k Ube2z Ube2h Ube2b Ube2w Ube2a Usp9x Usp7 Ube2d2a Ube2g1
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.10379746835443	0.230409825792706	0.222056046145248	-0.192130444268188	-1.41586566346809	36	Pi4k2a Pik3cb Rab5a Pik3r6 Pik3c2a Pik3r1 Inpp4a Pik3r5 Mtm1 Plekha2 Pik3cd Pten Mtmr3 Mtmr14 Inpp5d Synj2 Rufy1 Pi4k2b Ocrl Pip5k1c Mtmr6 Inpp5k Synj1
REACTOME_S_PHASE	0.000525321524498902	0.00619879398908704	0.477270815362862	0.205754207703783	2.29008571499822	109	Psmb5 Rbx1 Psmc5 Psma6 Psmb6 Psmc1 Psmd7 Psmb3 Rfc2 Psmd10 Gm11808 Psmd4 Pole4 Psmc3 Anapc5 Uba52 Psmc4 Psmd6 Smc3 Psma1 Psma7 Anapc15 Akt2 Akt1 Anapc2 Gins4 Psmd2 Cdk2 Psmb10 Ube2s Anapc11 Psmd13 Psmc2 Psmd12 Psme3 Rfc4 Psmb2 Psmb4 Mnat1 Rfc3 Psmd11 Mcm7 Psmd3 Prim2 Psmd1 Fzr1 Anapc7 Lig1 Psmf1 Ube2d1 Cks1b Mcm2 Psma2 Psmd9 Psmd5 Pola1 Mcm3 Cdc16 Rpa1 Mcm6 Ube2c Rb1 Psma3 Pole3 Orc2 Psmb1 Orc4 Anapc1 Psmc6 Smc1a Psma4 Gmnn Stag2 Cdk4 Rfc1 Orc3 Anapc16 Ube2e1 Pold3 Ccnh Anapc10 Ubb Pold4 Anapc4
REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION	0.667757774140753	0.757497505237349	0.0550211117163117	0.133829337902531	0.832872291019311	29	S100b N4bp1 Ube2v1 Nfkb2 Gm11808 Hmgb1 Uba52 Nfkb1 Traf2 Tifa Usp14 Nfkbib Alpk1 Irak1 Chuk Ubb Map3k7 Rela Ikbkb Usp18 Nkiras2
REACTOME_TBC_RABGAPS	0.771869639794168	0.833589466482912	0.0504983044100709	0.14454085451973	0.741880794495611	19	Gabarap Rab8a Optn Map1lc3b Tbc1d13 Gabarapl2 Tbc1d10a Rabgap1 Tbc1d10b Rab35 Rab11a
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	0.0385903112101128	0.117873947865222	0.321775918075361	0.166347534428939	1.65316987221701	83	Psmb5 Rbx1 Psmc5 Psma6 Psmb6 Psmc1 Psmd7 Sox6 Smarca4 Psmb3 Psmd10 Ctnnb1 Gm11808 Psmd4 Psmc3 Uba52 Hdac1 Psmc4 Psmd6 Psma1 Psma7 Akt2 Akt1 Znrf3 Psmd2 Psmb10 Sox4 Ctbp1 Psmd13 Psmc2 Psmd12 Psme3 Psmb2 Lrp6 Psmb4 Psmd11 Psmd3 Psmd1 Ash2l Psmf1 Psma2 Ppp2r1a Psmd9 Psmd5 Leo1 Ep300 Ppp2r5c Psma3 Ppp2r5e Psmb1 Xiap Psmc6 Psma4 Chd8
REACTOME_TCR_SIGNALING	0.439169139465875	0.585455302304696	0.0704500850658419	0.101545990890557	1.01161030144339	82	Fyb Ptprj Psmb5 Psmc5 Psma6 Ube2v1 Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Cdc34 Psmc3 Uba52 Nfkb1 Psmc4 Psmd6 Psma1 Psma7 Psmd2 Psmb10 Pik3r2 Psmd13 Psmc2 Psmd12 Psme3 Psmb2 Psmb4 Psmd11 Psmd3 Psmd1 Nck1 Psmf1 Ube2d1 Psma2 Psmd9 Psmd5
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	0.469314079422383	0.606686890512493	0.0770736734944102	0.214063590896137	0.976602023813324	15	Rfc2 Ten1 Rfc4 Rfc3 Prim2 Lig1 Pola1 Rpa1 Rfc1 Pold3 Pold4 Wrn
REACTOME_TELOMERE_MAINTENANCE	0.319467554076539	0.481348290483603	0.0937465422491719	0.195277883398476	1.11640671985286	24	Rfc2 Ten1 Nhp2 Nop10 Atrx Cdk2 Ankrd28 Rfc4 Rfc3 Prim2 Lig1 Pola1 Dkc1 Rpa1 Rfc1 Pold3 Pold4 Wrn Ppp6c
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS	0.445026178010471	0.589685987647445	0.0780892306943345	0.192719352973432	1.00502687368395	20	Rfc2 Gm11808 Pole4 Uba52 Usp10 Rfc4 Rfc3 Pclaf Rpa1 Pole3 Rev1 Rfc1 Pold3 Ubb Pold4
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.681431005110733	0.766182704843662	0.0559428593065705	0.150604654685177	0.826216699559702	22	Nedd8 Stub1 Smad3 Ube2m Gm11808 Uba52
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	0.000113464319551663	0.00214752569138054	0.538434096309916	0.291669966564053	2.45054198447401	58	Tubb4b Tuba4a Psmb5 Hsp90ab1 Psmc5 Psma6 Tuba1a Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Psmc3 Uba52 Psmc4 Psmd6 Psma1 Tubb3 Psma7 Tuba1b Psmd2 Psmb10 Hsp90aa1 Psmd13 Psmc2 Psmd12 Trp53 Psme3 Psmb2 Psmb4 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	0.47246891651865	0.606686890512493	0.0758886900606117	0.206371005315371	0.979571660455258	16	Gngt2 Gng12 Arrb2 Gng5 Gnb1
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	0.568106312292359	0.687899608229853	0.0633597010643758	0.159289296483008	0.900343850280001	23	Traf1 Rack1 Gm11808 Uba52 Optn Sharpin Birc3 Traf2 Rbck1 Tradd Xiap Tnfrsf1a Chuk Tnfaip3 Ubb Map3k7 Ikbkb
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	0.0195914411457227	0.0755423676553715	0.352487857583619	0.200521536063464	1.81985940877908	67	Tnfrsf1b Psmb5 Psmc5 Psma6 Psmb6 Psmc1 Psmd7 Relb Psmb3 Nfkb2 Ube2m Psmd10 Gm11808 Psmd4 Psmc3 Uba52 Psmc4 Traf3 Psmd6 Psma1 Psma7 Birc3 Traf2 Psmd2 Psmb10 Ltbr Psmd13 Psmc2 Psmd12 Psme3 Psmb2 Psmb4 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_TNF_SIGNALING	0.726837060702875	0.799147058313264	0.0499913914024592	0.11594262364522	0.790255864865383	35	Traf1 Ikbke Stub1 Rack1 Adam17 Gm11808 Uba52 Optn Sharpin
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	0.227272727272727	0.386307034673562	0.160801401070022	-0.112687090754178	-1.22439639145145	80	Fbxw11 Fos App Ly86 Tlr4 Ppp2ca Map3k8 Jun Nlrc5 Nfkbia Traf6 Map2k4 Ubc Ripk2 Cd180 Ube2d3 Mapk1 Dusp6 Ripk3 Tnip2 Ube2n Tbk1 Map2k3 Dnm2 Cul1 Ripk1 Ube2d2a Tab2 Mapk8 Itgam Atf1
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	0.337837837837838	0.497002908420231	0.120985142145252	-0.111343594405505	-1.08627433705672	63	Fbxw11 Fos App Tlr4 Ppp2ca Map3k8 Jun Nlrc5 Nfkbia Traf6 Map2k4 Eea1 Ubc Ripk2 Mapk1 Dusp6 Tnip2 Ube2n Map2k3 Cul1 Tab2 Mapk8 Atf1 Atf2 Irak2 Creb1 Nkiras2 Usp18 Ikbkb Nod1 Rela Map3k7 Dusp3 Ubb Mapk9 Mapkapk3 Chuk Ppp2cb Irak1
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	0.315112540192926	0.478567913772843	0.13880510939114	-0.0946876995257828	-1.11213306957967	95	Cd36 Fbxw11 Fos App Ly86 Tlr4 Ppp2ca Lgmn Map3k8 Jun Ctsl Nlrc5 Nfkbia Traf6 Map2k4 Eea1 Ubc Ripk2 Cd180 Ube2d3 Mapk1 Dusp6 Ripk3 Tnip2 Ube2n Tbk1 Map2k3 Dnm2 Cul1 Ripk1 Ube2d2a Tab2 Mapk8 Itgam Atf1 Tlr7
REACTOME_TP53_REGULATES_METABOLIC_GENES	0.205254515599343	0.361777220105132	0.120985142145252	0.195247474166838	1.23722111578295	30	Prdx1 Lamtor4 Lamtor2 Lamtor5 Txn1 Ywhaq Rragc Lamtor1 Akt2 Akt1 G6pdx Ywhab Ywhag Prkag1
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.739856801909308	0.808362061345355	0.0681513438679483	-0.151667715486095	-0.800629515134446	19	Cdkn1a Plk2 Btg2 Pcna Cnot6l Plk3 Cnot7 Cnot1 Cdkn1b
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	0.0531400966183575	0.146363755059407	0.248911114434702	0.236785804394369	1.54905559370431	32	Elob Polr2i Polr2l Polr2f Supt4a Polr2k Tcea1 Supt5 Polr2c Gtf2h5 Polr2e Nelfe Mnat1 Ssrp1 Gtf2f1 Gtf2h1 Ccnt1 Eloc Cdk9
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.79002624671916	0.847452698962099	0.0696133438850965	-0.110950276873538	-0.752165098297121	32	Furin Ubc Ube2d3 Mapk1 Ccnt2 Cdk8 Smad7 Ski Smad4 Ccnc Usp9x Rnf111 Smad2 Smurf2 Ccnk Ubb Sp1 Ppm1a Nedd4l Tgif1 Ube2d1 Cdk9 Mapk3 Ccnt1 Ncor2 E2f4 Parp1 Skil
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	0.441964285714286	0.587712887646162	0.0919686140000427	-0.210056946677202	-0.997715506014908	15	Epc1 Max Rybp Eed Mga Rbbp4 Phc3 Ezh2 Ehmt1 Rbbp7 Yaf2 Suz12 Rnf2 Ehmt2
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	0.00140000688267515	0.0112100551105632	0.45505986738723	0.207054839773735	2.17801177632672	95	Psmb5 Psmc5 H3f3a Psma6 Psmb6 Psmc1 Ccnd2 Psmd7 Smarca4 Psmb3 Psmd10 Gm11808 Psmd4 Smarcd1 Sin3b Psmc3 Uba52 Hdac1 Pbrm1 Psmc4 Psmd6 Smarcc1 Psma1 Psma7 Setd1b Psmd2 Arid1a Psmb10 Kmt2b Psmd13 Psmc2 Rnf2 Psmd12 Actl6a Psme3 Psmb2 Ccnd3 Psmb4 Mnat1 Smarcc2 Psmd11 Smarcb1 Psmd3 Psmd1 Yaf2 Ash2l Psmf1 Abl1 Cbx4 Psma2 Psmd9 Psmd5 Kmt2a Elf2 Smarce1 Smarca2 Ep300 Ctsk Prmt1 Psma3 Psmb1 Sin3a Psmc6 Psma4 Elf1 Smarcd2
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	0.0104897934801486	0.0494078087867506	0.380730400722792	0.22630603232272	1.84966797159959	54	Psmb5 Rbx1 Psmc5 Psma6 Stub1 Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Psmc3 Uba52 Psmc4 Psmd6 Psma1 Psma7 Psmd2 Psmb10 Psmd13 Psmc2 Psmd12 Psme3 Psmb2 Psmb4 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	0.0497317986446842	0.139722672382684	0.321775918075361	0.181787243012376	1.59996324914272	64	Psmb5 Psmc5 Psma6 Psmb6 Psmc1 Psmd7 Smad3 Psmb3 Zfhx3 Psmd10 Ctnnb1 Gm11808 Psmd4 Psmc3 Uba52 Psmc4 Psmd6 Psma1 Psma7 Psmd2 Tgfb1 Psmb10 Psmd13 Psmc2 Psmd12 Trp53 Psme3 Psmb2 Psmb4 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	0.371527777777778	0.535324728648957	0.0875697115548511	0.199231302001202	1.0609526274104	21	Tnrc6a Sec13 Tpr Pom121 Nup35 Nup214 Nup62 Nup133 Ipo8 Nup88 Rae1 Ran Ago2 Nup93 Nup205 Nup98 Nup153 Seh1l Nup54 Nup50
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	0.132	0.269957856712824	0.138022242496643	0.10221632498076	1.33967229269023	162	Prdx1 Lamtor4 Lamtor2 Elob Kmt5a Mbd3 Polr2i Lamtor5 Chd4 Cnot3 Polr2l Polr2f Brd7 Rfc2 Gm11808 Brca1 Supt4a Polr2k Tcea1 Pin1 Supt5 Uba52 Hdac1 Taf10 Polr2c Txn1 Cdk5 Ywhaq Gtf2h5 Npm1 Zfp385a Rragc Mapk14 Rad50 Lamtor1 Rhno1 Ak6 Smyd2 Akt2 Akt1 G6pdx Taf12 Cnot6 Chd3 Tmem219 Polr2e Cdk2 Ywhab Nelfe Ehmt2 Taf3 Ywhag Prkag1 Trp53 Rfc4 Nbn Mnat1 Jmy Rfc3 Ssrp1 Cnot4 Gtf2f1 Gtf2h1 Ccnt1 Eloc Pip4k2a Prkaa1 Meaf6 Phf20 Cdk9 Noc2l Ppp2r1a Cnot10 Taf11 Ywhah Polr2a Rbbp7 Ehmt1 Cnot8 Cnot9 Rpa1 Ywhae Banp Polr2b Ep300
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	0.000121051271486332	0.00218868508606739	0.538434096309916	0.327581711613042	2.52461334773392	49	Rbx1 Polr2i Polr2l Polr2f Cops5 Rfc2 Gm11808 Cops6 Polr2k Ddb1 Pole4 Tcea1 Uba52 Hmgn1 Polr2c Ercc1 Gps1 Gtf2h5 Xrcc1 Cops3 Polr2e Cops4 Xab2 Aqr Cops7a Rfc4 Prpf19 Mnat1 Rfc3 Gtf2h1 Lig1 Polr2a Rpa1 Polr2b Ep300 Pole3 Cops8 Rfc1 Pold3 Cul4a Ccnh Ubb Pold4 Xpa Cops2
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.000174091567403912	0.00286995069205567	0.518848077743792	0.457791531513573	2.51144301644717	22	Atp6v0b Atp6v1e1 Atp6v0c Atp6v1g1 Atp6v1f Atp6v1d Atp6ap1 Atp6v0d1 Tfrc Mcoln1 Tcirg1 Atp6v0e Atp6v0e2
REACTOME_TRANSLATION	0.00197213411293155	0.0141859295197918	0.431707695803346	0.268766727808252	2.1164530679842	51	Eef2 Gm2000 Srp14 Eef1d Eif3b Eif3k Eif3f Eef1b2 Gm11808 Eif2s2 Uba52 Eef1a1 N6amt1 Eif3c Eif5b Eif2b5 Eef1g Srp19 Eif3d Eif3l Gspt1 Eif3h Eif3i Eif2b4 Eif2b2 Apeh Eif2s1 Eif3e Eif4h Eif3g Eif4b Eif4g1
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	0.844331641285956	0.887894718462999	0.04577044581081	0.122809841911061	0.710501851420868	25	Vcp Rfc2 Gm11808 Pole4 Uba52 Usp10 Rfc4 Rfc3 Pclaf Rpa1 Pole3 Rev1 Rfc1 Pold3 Nploc4 Ubb Pold4
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.174474959612278	0.324070861953329	0.131457611642763	0.163473152821993	1.24574857147729	47	Gngt2 Prkcb Gng12 Calm3 Gnai2 Hspa8 Camk1 Ap2s1 Gng5 Grik3 Glrb Ap2a1 Gnb1
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.175090252707581	0.324070861953329	0.139599673451922	0.282359666207774	1.28818273255801	15	Slc13a3 Slc11a1 Slc31a1 Slc11a2 Slc44a1
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.857610474631751	0.895975155696359	0.0435378240914002	0.111725036933753	0.695308584303115	29	Slc43a2 Calm3 Slc15a3 Slc24a5 Slc7a7 Slc7a11
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	0.358931552587646	0.519847894639214	0.0873098257637931	0.176341842146242	1.07325998774723	28	Sec13 Tpr Pom121 Ncbp2 Cpsf2 Nup35 Sympk Nup214 Cpsf3 Nup62 Ncbp1 Nup133 Nup88 Fip1l1 Eif4e Slbp Rae1 Alyref Nxf1 Nup93 Nup205 Nup98 Nup153 Seh1l Nup54
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.0134891203266837	0.0595326924654032	0.380730400722792	-0.191907121649202	-1.83162179600492	59	Ranbp2 Srsf5 Srsf3 Srsf11 Wdr33 Srsf7 Srsf2 Nup50 Thoc2 Nup54 Thoc1 Seh1l Srsf9 Nup153 Nup98 Rbm8a Nup205 Nup93 Poldip3 U2af1 Cdc40 Fyttd1 Sarnp Nxf1 Alyref Rae1 Slu7 Slbp Upf3b Magoh Eif4e Fip1l1 Nup88 Casc3 Srrm1 Chtop U2af2 Dhx38 Rnps1 Nup133 Ncbp1 Nup62 Ddx39b Thoc3 Eif4a3 Srsf1 Thoc6 Cpsf3 Nxt1 Thoc7 Nup214 Sympk Nup35 Cpsf2 Ncbp2
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	0.000624037347440191	0.00682514391581698	0.477270815362862	0.144010456925757	2.24303917665515	242	Gngt2 Lcn2 Pltp Nr1h3 Abca1 Apoc2 Apoe Atp13a2 Atp6v0b Atp6v1e1 Slc13a3 Atp6v0c Nedd8 Slc11a1 Slc43a2 Gng12 Psmb5 Atp6v1g1 Atp6v1f Slc31a1 Calm3 Slc11a2 Atp6v1d Psmc5 Atp6ap1 Psma6 Abcf1 Trpm1 Vcp Slc15a3 Psmb6 Slco3a1 Atp6v0d1 Psmc1 Slc44a1 Psmd7 Slc24a5 Ap2s1 Gng5 Slc7a7 Slc35b2 Psmb3 Psmd10 Gm11808 Psmd4 Slc7a11 Eif2s2 Tfrc Hmox2 Ap2a1 Ldlr Mylip Derl2 Abcc5 Psmc3 Ano6 Mcoln1 Gnb1 Uba52 Tcirg1 Erlec1 Atp6v0e Lipa Clta Psmc4 Atp6v0e2 Slc29a1 Sri Soat1 Slc44a2 Prkar1a Psmd6 Slc15a4 Cyb5r4 Atp9a Add1 Psma1 Psma7
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	0.302325581395349	0.463685995430069	0.096887770327544	0.202913660336529	1.14691991398987	23	Sec13 Tpr Pom121 Ncbp2 Nup35 Nup214 Nup62 Ncbp1 Nup133 Nup88 Eif4e Slbp Rae1 Alyref Nxf1 Nup93 Nup205 Nup98 Nup153 Seh1l Nup54 Nup50
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	0.34555712270804	0.506284565108095	0.0802023444698144	0.0944280984250939	1.0909048266136	118	Ctsz Tubb4b Tuba4a Trappc2l Sptan1 Dynll2 Tuba1a Dynll1 Dync1i2 Trappc1 Dctn2 Dctn1 Sec13 Copz1 Trappc3 Capzb Dctn3 Mgat4b Kdelr1 Rab1b Trappc5 Sptbn1 Copb2 Cnih1 Lman1 Napg Tubb3 Tuba1b Cope Dctn5 Dctn4 Arf1 Copz2 Ankrd28 Mgat5 Copg1 St3gal4 Dync1h1 Actr10 Trappc6b Cog4 Man1a2 Cog8 Stx5a Bet1 Tmed9 Dctn6 Tbc1d20 Actr1a Ppp6r1 Fuca1 Arfgap2 Trappc10 Sec16a Golga2 Tuba1c Mgat2 Trappc9 Trappc6a Trappc4 Arf3 Cog2 Preb Copg2 B4galt6 Cog5 Napa Bet1l Sar1b Copb1 Tmed2 Gbf1 Tfg Tmed10 Dync1li1 Dync1li2 Arcn1 Copa Ppp6c Mcfd2 Sec31a Ykt6
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.415711947626841	0.564241405412845	0.0782955249944794	0.128798752000017	1.02607978240059	52	Ctsz Vamp8 Igf2r Cpd Hspa8 Ap1s2 Ap1s1 Tfrc Tpd52l1 M6pr Gns Rab5c Ap1m1 Clta
REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A	0.000713424125287979	0.00707949114264595	0.477270815362862	0.303397294379731	2.28380090778061	45	Psmb5 Psmc5 Psma6 Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Psmc3 Uba52 Psmc4 Psmd6 Psma1 Psma7 Psmd2 Psmb10 Psmd13 Psmc2 Psmd12 Psme3 Psmb2 Psmb4 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	0.874095513748191	0.907127058773004	0.036993251998507	0.0593591372041345	0.663612863186986	111	Psmb5 Psmc5 Psma6 Arrb2 Psmb6 Psmc1 Psmd7 Smad3 Psmb3 Psmd10 Gm11808 Psmd4 Adrm1 Psmc3 Otub1 Uba52 Taf10 Psmc4 Ruvbl1 Usp19 Psmd6 Psma1 Psma7 Birc3 Usp5 Traf2 Psmd2 Psmb10 Psmd13 Usp10 Psmc2 Tgfbr1 Psmd12 Hgs Trp53 Psme3 Psmb2 Psmb4 Usp48 Becn1
REACTOME_UCH_PROTEINASES	0.000845737108565525	0.00769829540565687	0.477270815362862	0.246210392688421	2.22530769179172	66	Nedd8 Psmb5 Psmc5 Psma6 Ino80b Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Adrm1 Hcfc1 Psmc3 Uba52 Psmc4 Ruvbl1 Psmd6 Psma1 Psma7 Psmd2 Psmb10 Psmd13 Psmc2 Psmd12 Actl6a Psme3 Ino80e Psmb2 Psmb4 Uchl3 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Foxk2 Psmd5 Mcrs1 Uchl5 Asxl2 Psma3 Tfpt Psmb1 Psmc6 Psma4 Nfrkb
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	0.965357967667437	0.97142395130628	0.0538979025357319	-0.111099031045972	-0.573110547997766	18	Vav3 Akt3 Calm2 Rictor Mtor Calm1 Rac1 Pak2 Pdpk1 Mapkap1 Ctnnd1
